Sales,date,region
2485,02-02-2022,south
2375,02-02-2022,east
2435,02-02-2022,west
2125,03-02-2022,north
2185,03-02-2022,south
2090,03-02-2022,east
2115,03-02-2022,west
2035,04-02-2022,north
2215,04-02-2022,south
2010,04-02-2022,east
2190,04-02-2022,west
2070,05-02-2022,north
2000,05-02-2022,south
2130,05-02-2022,east
2235,05-02-2022,west
2250,06-02-2022,north
2365,06-02-2022,south
2020,06-02-2022,east
2215,06-02-2022,west
2290,07-02-2022,north
2145,07-02-2022,south
2255,07-02-2022,east
2265,07-02-2022,west
2375,08-02-2022,north
2360,08-02-2022,south
2430,08-02-2022,east
2330,08-02-2022,west
2290,09-02-2022,north
2435,09-02-2022,south
2225,09-02-2022,east
2255,09-02-2022,west
2275,10-02-2022,north
2310,10-02-2022,south
2070,10-02-2022,east
2445,10-02-2022,west
2405,11-02-2022,north
2030,11-02-2022,south
2470,11-02-2022,east
2265,11-02-2022,west
2245,12-02-2022,north
2490,12-02-2022,south
2110,12-02-2022,east
2085,12-02-2022,west
2425,13-02-2022,north
2245,13-02-2022,south
2500,13-02-2022,east
2390,13-02-2022,west
2035,14-02-2022,north
2465,14-02-2022,south
2500,14-02-2022,east
2115,14-02-2022,west
